"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","CPI","TOT","AGRWTH","M","2018-12",4.830546,
"MEX","CPI","TOT","AGRWTH","M","2019-01",4.365606,
"MEX","CPI","TOT","AGRWTH","M","2019-02",3.940276,
"MEX","CPI","TOT","AGRWTH","M","2019-03",4.004178,
"MEX","CPI","TOT","AGRWTH","M","2019-04",4.413454,
"MEX","CPI","TOT","AGRWTH","M","2019-05",4.281993,
"MEX","CPI","TOT","AGRWTH","M","2019-06",3.947147,
"MEX","CPI","TOT","AGRWTH","M","2019-07",3.781338,
"MEX","CPI","TOT","AGRWTH","M","2019-08",3.162441,
"MEX","CPI","TOT","AGRWTH","M","2019-09",2.997513,
"MEX","CPI","TOT","AGRWTH","M","2019-10",3.019519,
"MEX","CPI","TOT","AGRWTH","M","2019-11",2.974497,
"MEX","CPI","TOT","AGRWTH","M","2019-12",2.828577,
"NLD","CPI","TOT","AGRWTH","M","2011-01",1.854525,
"NLD","CPI","TOT","AGRWTH","M","2011-02",1.896571,
"NLD","CPI","TOT","AGRWTH","M","2011-03",1.84156,
"NLD","CPI","TOT","AGRWTH","M","2011-04",2.041703,
"NLD","CPI","TOT","AGRWTH","M","2011-05",2.162103,
"NLD","CPI","TOT","AGRWTH","M","2011-06",2.150655,
"NLD","CPI","TOT","AGRWTH","M","2011-07",2.955989,
"NLD","CPI","TOT","AGRWTH","M","2011-08",2.962396,
"NLD","CPI","TOT","AGRWTH","M","2011-09",2.694188,
"NLD","CPI","TOT","AGRWTH","M","2011-10",2.648432,
"NLD","CPI","TOT","AGRWTH","M","2011-11",2.455988,
"NLD","CPI","TOT","AGRWTH","M","2011-12",2.417774,
"NLD","CPI","TOT","AGRWTH","M","2012-01",2.474924,
"NLD","CPI","TOT","AGRWTH","M","2012-02",2.478087,
"NLD","CPI","TOT","AGRWTH","M","2012-03",2.482345,
"NLD","CPI","TOT","AGRWTH","M","2012-04",2.352065,
"NLD","CPI","TOT","AGRWTH","M","2012-05",2.126981,
"NLD","CPI","TOT","AGRWTH","M","2012-06",2.137437,
"NLD","CPI","TOT","AGRWTH","M","2012-07",2.296895,
"NLD","CPI","TOT","AGRWTH","M","2012-08",2.261387,
"NLD","CPI","TOT","AGRWTH","M","2012-09",2.316725,
"NLD","CPI","TOT","AGRWTH","M","2012-10",2.876176,
"NLD","CPI","TOT","AGRWTH","M","2012-11",2.76835,
"NLD","CPI","TOT","AGRWTH","M","2012-12",2.892386,
"NLD","CPI","TOT","AGRWTH","M","2013-01",2.968401,
"NLD","CPI","TOT","AGRWTH","M","2013-02",2.998944,
"NLD","CPI","TOT","AGRWTH","M","2013-03",2.923366,
"NLD","CPI","TOT","AGRWTH","M","2013-04",2.599563,
"NLD","CPI","TOT","AGRWTH","M","2013-05",2.769968,
"NLD","CPI","TOT","AGRWTH","M","2013-06",2.877472,
"NLD","CPI","TOT","AGRWTH","M","2013-07",3.066528,
"NLD","CPI","TOT","AGRWTH","M","2013-08",2.813538,
"NLD","CPI","TOT","AGRWTH","M","2013-09",2.440033,
"NLD","CPI","TOT","AGRWTH","M","2013-10",1.552061,
"NLD","CPI","TOT","AGRWTH","M","2013-11",1.46558,
"NLD","CPI","TOT","AGRWTH","M","2013-12",1.653576,
"NLD","CPI","TOT","AGRWTH","M","2014-01",1.415582,
"NLD","CPI","TOT","AGRWTH","M","2014-02",1.055977,
"NLD","CPI","TOT","AGRWTH","M","2014-03",0.8216677,
"NLD","CPI","TOT","AGRWTH","M","2014-04",1.195906,
"NLD","CPI","TOT","AGRWTH","M","2014-05",0.8308846,
"NLD","CPI","TOT","AGRWTH","M","2014-06",0.9357201,
"NLD","CPI","TOT","AGRWTH","M","2014-07",0.9077156,
"NLD","CPI","TOT","AGRWTH","M","2014-08",0.9593053,
"NLD","CPI","TOT","AGRWTH","M","2014-09",0.8881712,
"NLD","CPI","TOT","AGRWTH","M","2014-10",1.052632,
"NLD","CPI","TOT","AGRWTH","M","2014-11",0.9561591,
"NLD","CPI","TOT","AGRWTH","M","2014-12",0.7015046,
"NLD","CPI","TOT","AGRWTH","M","2015-01",0,
"NLD","CPI","TOT","AGRWTH","M","2015-02",0.1217409,
"NLD","CPI","TOT","AGRWTH","M","2015-03",0.3622095,
"NLD","CPI","TOT","AGRWTH","M","2015-04",0.5408112,
"NLD","CPI","TOT","AGRWTH","M","2015-05",1.105417,
"NLD","CPI","TOT","AGRWTH","M","2015-06",0.9975816,
"NLD","CPI","TOT","AGRWTH","M","2015-07",0.9495252,
"NLD","CPI","TOT","AGRWTH","M","2015-08",0.710142,
"NLD","CPI","TOT","AGRWTH","M","2015-09",0.5402161,
"NLD","CPI","TOT","AGRWTH","M","2015-10",0.5709134,
"NLD","CPI","TOT","AGRWTH","M","2015-11",0.604534,
"NLD","CPI","TOT","AGRWTH","M","2015-12",0.6865219,
"NLD","CPI","TOT","AGRWTH","M","2016-01",0.5705553,
"NLD","CPI","TOT","AGRWTH","M","2016-02",0.6180971,
"NLD","CPI","TOT","AGRWTH","M","2016-03",0.5614035,
"NLD","CPI","TOT","AGRWTH","M","2016-04",0.009961152,
"NLD","CPI","TOT","AGRWTH","M","2016-05",-0.02981811,
"NLD","CPI","TOT","AGRWTH","M","2016-06",0.02993116,
"NLD","CPI","TOT","AGRWTH","M","2016-07",-0.2376238,
"NLD","CPI","TOT","AGRWTH","M","2016-08",0.188698,
"NLD","CPI","TOT","AGRWTH","M","2016-09",0.06965174,
"NLD","CPI","TOT","AGRWTH","M","2016-10",0.418285,
"NLD","CPI","TOT","AGRWTH","M","2016-11",0.6409615,
"NLD","CPI","TOT","AGRWTH","M","2016-12",0.9826531,
"NLD","CPI","TOT","AGRWTH","M","2017-01",1.661433,
"NLD","CPI","TOT","AGRWTH","M","2017-02",1.802618,
"NLD","CPI","TOT","AGRWTH","M","2017-03",1.126508,
"NLD","CPI","TOT","AGRWTH","M","2017-04",1.573705,
"NLD","CPI","TOT","AGRWTH","M","2017-05",1.06383,
"NLD","CPI","TOT","AGRWTH","M","2017-06",1.107121,
"NLD","CPI","TOT","AGRWTH","M","2017-07",1.339817,
"NLD","CPI","TOT","AGRWTH","M","2017-08",1.377875,
"NLD","CPI","TOT","AGRWTH","M","2017-09",1.451725,
"NLD","CPI","TOT","AGRWTH","M","2017-10",1.32897,
"NLD","CPI","TOT","AGRWTH","M","2017-11",1.502637,
"NLD","CPI","TOT","AGRWTH","M","2017-12",1.251117,
"NLD","CPI","TOT","AGRWTH","M","2018-01",1.464873,
"NLD","CPI","TOT","AGRWTH","M","2018-02",1.206845,
"NLD","CPI","TOT","AGRWTH","M","2018-03",1.015379,
"NLD","CPI","TOT","AGRWTH","M","2018-04",1.10806,
"NLD","CPI","TOT","AGRWTH","M","2018-05",1.741269,
"NLD","CPI","TOT","AGRWTH","M","2018-06",1.706619,
"NLD","CPI","TOT","AGRWTH","M","2018-07",2.125159,
"NLD","CPI","TOT","AGRWTH","M","2018-08",2.082722,
"NLD","CPI","TOT","AGRWTH","M","2018-09",1.881799,
"NLD","CPI","TOT","AGRWTH","M","2018-10",2.104336,
"NLD","CPI","TOT","AGRWTH","M","2018-11",2.029412,
"NLD","CPI","TOT","AGRWTH","M","2018-12",1.961361,
"NLD","CPI","TOT","AGRWTH","M","2019-01",2.19014,
"NLD","CPI","TOT","AGRWTH","M","2019-02",2.599941,
"NLD","CPI","TOT","AGRWTH","M","2019-03",2.830097,
"NLD","CPI","TOT","AGRWTH","M","2019-04",2.880419,
"NLD","CPI","TOT","AGRWTH","M","2019-05",2.436666,
"NLD","CPI","TOT","AGRWTH","M","2019-06",2.657614,
"NLD","CPI","TOT","AGRWTH","M","2019-07",2.512466,
"NLD","CPI","TOT","AGRWTH","M","2019-08",2.844828,
"NLD","CPI","TOT","AGRWTH","M","2019-09",2.645503,
"NLD","CPI","TOT","AGRWTH","M","2019-10",2.722393,
"NLD","CPI","TOT","AGRWTH","M","2019-11",2.555972,
"NLD","CPI","TOT","AGRWTH","M","2019-12",2.721939,
"NOR","CPI","TOT","AGRWTH","M","2011-01",1.980198,
"NOR","CPI","TOT","AGRWTH","M","2011-02",1.195652,
"NOR","CPI","TOT","AGRWTH","M","2011-03",0.972973,
"NOR","CPI","TOT","AGRWTH","M","2011-04",1.294498,
"NOR","CPI","TOT","AGRWTH","M","2011-05",1.626898,
"NOR","CPI","TOT","AGRWTH","M","2011-06",1.411509,
"NOR","CPI","TOT","AGRWTH","M","2011-07",1.637555,
"NOR","CPI","TOT","AGRWTH","M","2011-08",1.31291,
"NOR","CPI","TOT","AGRWTH","M","2011-09",1.521739,
"NOR","CPI","TOT","AGRWTH","M","2011-10",1.302932,
"NOR","CPI","TOT","AGRWTH","M","2011-11",1.083424,
"NOR","CPI","TOT","AGRWTH","M","2011-12",0.1071811,
"NOR","CPI","TOT","AGRWTH","M","2012-01",0.5393744,
"NOR","CPI","TOT","AGRWTH","M","2012-02",1.181525,
"NOR","CPI","TOT","AGRWTH","M","2012-03",0.7494647,
"NOR","CPI","TOT","AGRWTH","M","2012-04",0.3194888,
"NOR","CPI","TOT","AGRWTH","M","2012-05",0.5336179,
"NOR","CPI","TOT","AGRWTH","M","2012-06",0.3211991,
"NOR","CPI","TOT","AGRWTH","M","2012-07",0.2148228,
"NOR","CPI","TOT","AGRWTH","M","2012-08",0.3239741,
"NOR","CPI","TOT","AGRWTH","M","2012-09",0.5353319,
"NOR","CPI","TOT","AGRWTH","M","2012-10",1.071811,
"NOR","CPI","TOT","AGRWTH","M","2012-11",1.178993,
"NOR","CPI","TOT","AGRWTH","M","2012-12",1.391863,
"NOR","CPI","TOT","AGRWTH","M","2013-01",1.39485,
"NOR","CPI","TOT","AGRWTH","M","2013-02",0.955414,
"NOR","CPI","TOT","AGRWTH","M","2013-03",1.381509,
"NOR","CPI","TOT","AGRWTH","M","2013-04",1.804671,
"NOR","CPI","TOT","AGRWTH","M","2013-05",1.910828,
"NOR","CPI","TOT","AGRWTH","M","2013-06",2.134472,
"NOR","CPI","TOT","AGRWTH","M","2013-07",3.001072,
"NOR","CPI","TOT","AGRWTH","M","2013-08",3.336921,
"NOR","CPI","TOT","AGRWTH","M","2013-09",2.662407,
"NOR","CPI","TOT","AGRWTH","M","2013-10",2.439024,
"NOR","CPI","TOT","AGRWTH","M","2013-11",2.436441,
"NOR","CPI","TOT","AGRWTH","M","2013-12",2.006336,
"NOR","CPI","TOT","AGRWTH","M","2014-01",2.222222,
"NOR","CPI","TOT","AGRWTH","M","2014-02",2.10305,
"NOR","CPI","TOT","AGRWTH","M","2014-03",1.991614,
"NOR","CPI","TOT","AGRWTH","M","2014-04",1.876955,
"NOR","CPI","TOT","AGRWTH","M","2014-05",1.875,
"NOR","CPI","TOT","AGRWTH","M","2014-06",1.880878,
"NOR","CPI","TOT","AGRWTH","M","2014-07",2.289282,
"NOR","CPI","TOT","AGRWTH","M","2014-08",1.979167,
"NOR","CPI","TOT","AGRWTH","M","2014-09",2.178423,
"NOR","CPI","TOT","AGRWTH","M","2014-10",2.070393,
"NOR","CPI","TOT","AGRWTH","M","2014-11",1.96484,
"NOR","CPI","TOT","AGRWTH","M","2014-12",2.070393,
"NOR","CPI","TOT","AGRWTH","M","2015-01",2.070393,
"NOR","CPI","TOT","AGRWTH","M","2015-02",1.853759,
"NOR","CPI","TOT","AGRWTH","M","2015-03",1.952724,
"NOR","CPI","TOT","AGRWTH","M","2015-04",1.944729,
"NOR","CPI","TOT","AGRWTH","M","2015-05",2.04499,
"NOR","CPI","TOT","AGRWTH","M","2015-06",2.666667,
"NOR","CPI","TOT","AGRWTH","M","2015-07",1.831129,
"NOR","CPI","TOT","AGRWTH","M","2015-08",2.042901,
"NOR","CPI","TOT","AGRWTH","M","2015-09",2.13198,
"NOR","CPI","TOT","AGRWTH","M","2015-10",2.434077,
"NOR","CPI","TOT","AGRWTH","M","2015-11",2.738337,
"NOR","CPI","TOT","AGRWTH","M","2015-12",2.332657,
"NOR","CPI","TOT","AGRWTH","M","2016-01",2.941176,
"NOR","CPI","TOT","AGRWTH","M","2016-02",3.235591,
"NOR","CPI","TOT","AGRWTH","M","2016-03",3.326613,
"NOR","CPI","TOT","AGRWTH","M","2016-04",3.313253,
"NOR","CPI","TOT","AGRWTH","M","2016-05",3.406814,
"NOR","CPI","TOT","AGRWTH","M","2016-06",3.696304,
"NOR","CPI","TOT","AGRWTH","M","2016-07",4.395605,
"NOR","CPI","TOT","AGRWTH","M","2016-08",4.004004,
"NOR","CPI","TOT","AGRWTH","M","2016-09",3.578529,
"NOR","CPI","TOT","AGRWTH","M","2016-10",3.663366,
"NOR","CPI","TOT","AGRWTH","M","2016-11",3.553801,
"NOR","CPI","TOT","AGRWTH","M","2016-12",3.468781,
"NOR","CPI","TOT","AGRWTH","M","2017-01",2.758621,
"NOR","CPI","TOT","AGRWTH","M","2017-02",2.546523,
"NOR","CPI","TOT","AGRWTH","M","2017-03",2.439024,
"NOR","CPI","TOT","AGRWTH","M","2017-04",2.23518,
"NOR","CPI","TOT","AGRWTH","M","2017-05",2.131783,
"NOR","CPI","TOT","AGRWTH","M","2017-06",1.926782,
"NOR","CPI","TOT","AGRWTH","M","2017-07",1.531101,
"NOR","CPI","TOT","AGRWTH","M","2017-08",1.347449,
"NOR","CPI","TOT","AGRWTH","M","2017-09",1.631478,
"NOR","CPI","TOT","AGRWTH","M","2017-10",1.241643,
"NOR","CPI","TOT","AGRWTH","M","2017-11",1.143947,
"NOR","CPI","TOT","AGRWTH","M","2017-12",1.628353,
"NOR","CPI","TOT","AGRWTH","M","2018-01",1.629914,
"NOR","CPI","TOT","AGRWTH","M","2018-02",2.196753,
"NOR","CPI","TOT","AGRWTH","M","2018-03",2.190476,
"NOR","CPI","TOT","AGRWTH","M","2018-04",2.376426,
"NOR","CPI","TOT","AGRWTH","M","2018-05",2.27704,
"NOR","CPI","TOT","AGRWTH","M","2018-06",2.551985,
"NOR","CPI","TOT","AGRWTH","M","2018-07",3.016023,
"NOR","CPI","TOT","AGRWTH","M","2018-08",3.418803,
"NOR","CPI","TOT","AGRWTH","M","2018-09",3.399433,
"NOR","CPI","TOT","AGRWTH","M","2018-10",3.113208,
"NOR","CPI","TOT","AGRWTH","M","2018-11",3.487276,
"NOR","CPI","TOT","AGRWTH","M","2018-12",3.487276,
"NOR","CPI","TOT","AGRWTH","M","2019-01",3.113208,
"NOR","CPI","TOT","AGRWTH","M","2019-02",2.990654,
"NOR","CPI","TOT","AGRWTH","M","2019-03",2.889096,
"NOR","CPI","TOT","AGRWTH","M","2019-04",2.878366,
"NOR","CPI","TOT","AGRWTH","M","2019-05",2.504638,
"NOR","CPI","TOT","AGRWTH","M","2019-06",1.935484,
"NOR","CPI","TOT","AGRWTH","M","2019-07",1.921317,
"NOR","CPI","TOT","AGRWTH","M","2019-08",1.561065,
"NOR","CPI","TOT","AGRWTH","M","2019-09",1.461187,
"NOR","CPI","TOT","AGRWTH","M","2019-10",1.829826,
"NOR","CPI","TOT","AGRWTH","M","2019-11",1.639344,
"NOR","CPI","TOT","AGRWTH","M","2019-12",1.36612,
"POL","CPI","TOT","AGRWTH","M","2011-01",3.6,
"POL","CPI","TOT","AGRWTH","M","2011-02",3.6,
"POL","CPI","TOT","AGRWTH","M","2011-03",4.3,
"POL","CPI","TOT","AGRWTH","M","2011-04",4.5,
"POL","CPI","TOT","AGRWTH","M","2011-05",5,
"POL","CPI","TOT","AGRWTH","M","2011-06",4.2,
"POL","CPI","TOT","AGRWTH","M","2011-07",4.1,
"POL","CPI","TOT","AGRWTH","M","2011-08",4.3,
"POL","CPI","TOT","AGRWTH","M","2011-09",3.9,
"POL","CPI","TOT","AGRWTH","M","2011-10",4.3,
"POL","CPI","TOT","AGRWTH","M","2011-11",4.8,
"POL","CPI","TOT","AGRWTH","M","2011-12",4.6,
"POL","CPI","TOT","AGRWTH","M","2012-01",4.1,
"POL","CPI","TOT","AGRWTH","M","2012-02",4.3,
"POL","CPI","TOT","AGRWTH","M","2012-03",3.9,
"POL","CPI","TOT","AGRWTH","M","2012-04",4,
"POL","CPI","TOT","AGRWTH","M","2012-05",3.6,
"POL","CPI","TOT","AGRWTH","M","2012-06",4.3,
"POL","CPI","TOT","AGRWTH","M","2012-07",4,
"POL","CPI","TOT","AGRWTH","M","2012-08",3.8,
"POL","CPI","TOT","AGRWTH","M","2012-09",3.8,
"POL","CPI","TOT","AGRWTH","M","2012-10",3.4,
"POL","CPI","TOT","AGRWTH","M","2012-11",2.8,
"POL","CPI","TOT","AGRWTH","M","2012-12",2.4,
"POL","CPI","TOT","AGRWTH","M","2013-01",1.7,
"POL","CPI","TOT","AGRWTH","M","2013-02",1.3,
"POL","CPI","TOT","AGRWTH","M","2013-03",1,
"POL","CPI","TOT","AGRWTH","M","2013-04",0.8,
"POL","CPI","TOT","AGRWTH","M","2013-05",0.5,
"POL","CPI","TOT","AGRWTH","M","2013-06",0.2,
"POL","CPI","TOT","AGRWTH","M","2013-07",1.1,
"POL","CPI","TOT","AGRWTH","M","2013-08",1.1,
"POL","CPI","TOT","AGRWTH","M","2013-09",1,
"POL","CPI","TOT","AGRWTH","M","2013-10",0.8,
"POL","CPI","TOT","AGRWTH","M","2013-11",0.6,
"POL","CPI","TOT","AGRWTH","M","2013-12",0.7,
"POL","CPI","TOT","AGRWTH","M","2014-01",0.5,
"POL","CPI","TOT","AGRWTH","M","2014-02",0.7,
"POL","CPI","TOT","AGRWTH","M","2014-03",0.7,
"POL","CPI","TOT","AGRWTH","M","2014-04",0.3,
"POL","CPI","TOT","AGRWTH","M","2014-05",0.2,
"POL","CPI","TOT","AGRWTH","M","2014-06",0.3,
"POL","CPI","TOT","AGRWTH","M","2014-07",-0.2,
"POL","CPI","TOT","AGRWTH","M","2014-08",-0.3,
"POL","CPI","TOT","AGRWTH","M","2014-09",-0.3,
"POL","CPI","TOT","AGRWTH","M","2014-10",-0.6,
"POL","CPI","TOT","AGRWTH","M","2014-11",-0.6,
"POL","CPI","TOT","AGRWTH","M","2014-12",-1,
"POL","CPI","TOT","AGRWTH","M","2015-01",-1.4,
"POL","CPI","TOT","AGRWTH","M","2015-02",-1.6,
"POL","CPI","TOT","AGRWTH","M","2015-03",-1.5,
"POL","CPI","TOT","AGRWTH","M","2015-04",-1.1,
"POL","CPI","TOT","AGRWTH","M","2015-05",-0.9,
"POL","CPI","TOT","AGRWTH","M","2015-06",-0.8,
"POL","CPI","TOT","AGRWTH","M","2015-07",-0.7,
"POL","CPI","TOT","AGRWTH","M","2015-08",-0.6,
"POL","CPI","TOT","AGRWTH","M","2015-09",-0.8,
"POL","CPI","TOT","AGRWTH","M","2015-10",-0.7,
"POL","CPI","TOT","AGRWTH","M","2015-11",-0.6,
"POL","CPI","TOT","AGRWTH","M","2015-12",-0.5,
"POL","CPI","TOT","AGRWTH","M","2016-01",-0.9,
"POL","CPI","TOT","AGRWTH","M","2016-02",-0.8,
"POL","CPI","TOT","AGRWTH","M","2016-03",-0.9,
"POL","CPI","TOT","AGRWTH","M","2016-04",-1.1,
"POL","CPI","TOT","AGRWTH","M","2016-05",-0.9,
"POL","CPI","TOT","AGRWTH","M","2016-06",-0.8,
"POL","CPI","TOT","AGRWTH","M","2016-07",-0.9,
"POL","CPI","TOT","AGRWTH","M","2016-08",-0.8,
"POL","CPI","TOT","AGRWTH","M","2016-09",-0.5,
"POL","CPI","TOT","AGRWTH","M","2016-10",-0.2,
"POL","CPI","TOT","AGRWTH","M","2016-11",0,
"POL","CPI","TOT","AGRWTH","M","2016-12",0.8,
"POL","CPI","TOT","AGRWTH","M","2017-01",1.7,
"POL","CPI","TOT","AGRWTH","M","2017-02",2.2,
"POL","CPI","TOT","AGRWTH","M","2017-03",2,
"POL","CPI","TOT","AGRWTH","M","2017-04",2,
"POL","CPI","TOT","AGRWTH","M","2017-05",1.9,
"POL","CPI","TOT","AGRWTH","M","2017-06",1.5,
"POL","CPI","TOT","AGRWTH","M","2017-07",1.7,
"POL","CPI","TOT","AGRWTH","M","2017-08",1.8,
"POL","CPI","TOT","AGRWTH","M","2017-09",2.2,
"POL","CPI","TOT","AGRWTH","M","2017-10",2.1,
"POL","CPI","TOT","AGRWTH","M","2017-11",2.5,
"POL","CPI","TOT","AGRWTH","M","2017-12",2.1,
"POL","CPI","TOT","AGRWTH","M","2018-01",1.9,
"POL","CPI","TOT","AGRWTH","M","2018-02",1.4,
"POL","CPI","TOT","AGRWTH","M","2018-03",1.3,
"POL","CPI","TOT","AGRWTH","M","2018-04",1.6,
"POL","CPI","TOT","AGRWTH","M","2018-05",1.7,
"POL","CPI","TOT","AGRWTH","M","2018-06",2,
"POL","CPI","TOT","AGRWTH","M","2018-07",2,
"POL","CPI","TOT","AGRWTH","M","2018-08",2,
"POL","CPI","TOT","AGRWTH","M","2018-09",1.9,
"POL","CPI","TOT","AGRWTH","M","2018-10",1.8,
"POL","CPI","TOT","AGRWTH","M","2018-11",1.3,
"POL","CPI","TOT","AGRWTH","M","2018-12",1.1,
"POL","CPI","TOT","AGRWTH","M","2019-01",0.7,
"POL","CPI","TOT","AGRWTH","M","2019-02",1.2,
"POL","CPI","TOT","AGRWTH","M","2019-03",1.7,
"POL","CPI","TOT","AGRWTH","M","2019-04",2.2,
"POL","CPI","TOT","AGRWTH","M","2019-05",2.4,
"POL","CPI","TOT","AGRWTH","M","2019-06",2.6,
"POL","CPI","TOT","AGRWTH","M","2019-07",2.9,
"POL","CPI","TOT","AGRWTH","M","2019-08",2.9,
"POL","CPI","TOT","AGRWTH","M","2019-09",2.6,
"POL","CPI","TOT","AGRWTH","M","2019-10",2.5,
"POL","CPI","TOT","AGRWTH","M","2019-11",2.6,
"POL","CPI","TOT","AGRWTH","M","2019-12",3.4,
"PRT","CPI","TOT","AGRWTH","M","2011-01",3.603672,
"PRT","CPI","TOT","AGRWTH","M","2011-02",3.563457,
"PRT","CPI","TOT","AGRWTH","M","2011-03",4.022748,
"PRT","CPI","TOT","AGRWTH","M","2011-04",4.037376,
"PRT","CPI","TOT","AGRWTH","M","2011-05",3.843368,
"PRT","CPI","TOT","AGRWTH","M","2011-06",3.405454,
"PRT","CPI","TOT","AGRWTH","M","2011-07",3.152364,
"PRT","CPI","TOT","AGRWTH","M","2011-08",2.905548,
"PRT","CPI","TOT","AGRWTH","M","2011-09",3.555239,
"PRT","CPI","TOT","AGRWTH","M","2011-10",4.198687,
"PRT","CPI","TOT","AGRWTH","M","2011-11",3.933859,
"PRT","CPI","TOT","AGRWTH","M","2011-12",3.611973,
"PRT","CPI","TOT","AGRWTH","M","2012-01",3.510754,
"PRT","CPI","TOT","AGRWTH","M","2012-02",3.599862,
"PRT","CPI","TOT","AGRWTH","M","2012-03",3.14852,
"PRT","CPI","TOT","AGRWTH","M","2012-04",3.005106,
"PRT","CPI","TOT","AGRWTH","M","2012-05",2.696853,
"PRT","CPI","TOT","AGRWTH","M","2012-06",2.710317,
"PRT","CPI","TOT","AGRWTH","M","2012-07",2.771004,
"PRT","CPI","TOT","AGRWTH","M","2012-08",3.076716,
"PRT","CPI","TOT","AGRWTH","M","2012-09",2.880633,
"PRT","CPI","TOT","AGRWTH","M","2012-10",2.130401,
"PRT","CPI","TOT","AGRWTH","M","2012-11",1.889436,
"PRT","CPI","TOT","AGRWTH","M","2012-12",1.91921,
"PRT","CPI","TOT","AGRWTH","M","2013-01",0.1748393,
"PRT","CPI","TOT","AGRWTH","M","2013-02",-0.0262552,
"PRT","CPI","TOT","AGRWTH","M","2013-03",0.4541689,
"PRT","CPI","TOT","AGRWTH","M","2013-04",0.1831484,
"PRT","CPI","TOT","AGRWTH","M","2013-05",0.7072009,
"PRT","CPI","TOT","AGRWTH","M","2013-06",0.9800388,
"PRT","CPI","TOT","AGRWTH","M","2013-07",0.7579247,
"PRT","CPI","TOT","AGRWTH","M","2013-08",0.153405,
"PRT","CPI","TOT","AGRWTH","M","2013-09",0.1155862,
"PRT","CPI","TOT","AGRWTH","M","2013-10",-0.2463421,
"PRT","CPI","TOT","AGRWTH","M","2013-11",-0.1534537,
"PRT","CPI","TOT","AGRWTH","M","2013-12",0.1952814,
"PRT","CPI","TOT","AGRWTH","M","2014-01",0.05851434,
"PRT","CPI","TOT","AGRWTH","M","2014-02",-0.08282661,
"PRT","CPI","TOT","AGRWTH","M","2014-03",-0.365667,
"PRT","CPI","TOT","AGRWTH","M","2014-04",-0.1410844,
"PRT","CPI","TOT","AGRWTH","M","2014-05",-0.4384007,
"PRT","CPI","TOT","AGRWTH","M","2014-06",-0.4193392,
"PRT","CPI","TOT","AGRWTH","M","2014-07",-0.8724599,
"PRT","CPI","TOT","AGRWTH","M","2014-08",-0.3593989,
"PRT","CPI","TOT","AGRWTH","M","2014-09",-0.3732309,
"PRT","CPI","TOT","AGRWTH","M","2014-10",0.003983072,
"PRT","CPI","TOT","AGRWTH","M","2014-11",0.0189617,
"PRT","CPI","TOT","AGRWTH","M","2014-12",-0.3569866,
"PRT","CPI","TOT","AGRWTH","M","2015-01",-0.3932284,
"PRT","CPI","TOT","AGRWTH","M","2015-02",-0.2072382,
"PRT","CPI","TOT","AGRWTH","M","2015-03",0.3101626,
"PRT","CPI","TOT","AGRWTH","M","2015-04",0.3979822,
"PRT","CPI","TOT","AGRWTH","M","2015-05",0.9543829,
"PRT","CPI","TOT","AGRWTH","M","2015-06",0.8023893,
"PRT","CPI","TOT","AGRWTH","M","2015-07",0.7668635,
"PRT","CPI","TOT","AGRWTH","M","2015-08",0.658093,
"PRT","CPI","TOT","AGRWTH","M","2015-09",0.8751336,
"PRT","CPI","TOT","AGRWTH","M","2015-10",0.6332832,
"PRT","CPI","TOT","AGRWTH","M","2015-11",0.6435777,
"PRT","CPI","TOT","AGRWTH","M","2015-12",0.3971858,
"PRT","CPI","TOT","AGRWTH","M","2016-01",0.7804512,
"PRT","CPI","TOT","AGRWTH","M","2016-02",0.4041939,
"PRT","CPI","TOT","AGRWTH","M","2016-03",0.449389,
"PRT","CPI","TOT","AGRWTH","M","2016-04",0.4756855,
"PRT","CPI","TOT","AGRWTH","M","2016-05",0.3325537,
"PRT","CPI","TOT","AGRWTH","M","2016-06",0.5461405,
"PRT","CPI","TOT","AGRWTH","M","2016-07",0.6108116,
"PRT","CPI","TOT","AGRWTH","M","2016-08",0.7236612,
"PRT","CPI","TOT","AGRWTH","M","2016-09",0.6298589,
"PRT","CPI","TOT","AGRWTH","M","2016-10",0.8845792,
"PRT","CPI","TOT","AGRWTH","M","2016-11",0.5750203,
"PRT","CPI","TOT","AGRWTH","M","2016-12",0.8777074,
"PRT","CPI","TOT","AGRWTH","M","2017-01",1.330856,
"PRT","CPI","TOT","AGRWTH","M","2017-02",1.552757,
"PRT","CPI","TOT","AGRWTH","M","2017-03",1.369849,
"PRT","CPI","TOT","AGRWTH","M","2017-04",1.978557,
"PRT","CPI","TOT","AGRWTH","M","2017-05",1.450715,
"PRT","CPI","TOT","AGRWTH","M","2017-06",0.9085641,
"PRT","CPI","TOT","AGRWTH","M","2017-07",0.901756,
"PRT","CPI","TOT","AGRWTH","M","2017-08",1.135665,
"PRT","CPI","TOT","AGRWTH","M","2017-09",1.389613,
"PRT","CPI","TOT","AGRWTH","M","2017-10",1.391736,
"PRT","CPI","TOT","AGRWTH","M","2017-11",1.549593,
"PRT","CPI","TOT","AGRWTH","M","2017-12",1.466212,
"PRT","CPI","TOT","AGRWTH","M","2018-01",1.031868,
"PRT","CPI","TOT","AGRWTH","M","2018-02",0.5772307,
"PRT","CPI","TOT","AGRWTH","M","2018-03",0.6883623,
"PRT","CPI","TOT","AGRWTH","M","2018-04",0.3965452,
"PRT","CPI","TOT","AGRWTH","M","2018-05",1.043151,
